SCAN_ID,SSID,BSSID,CHANNEL,RSSI
11,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-95
END_SCAN
12,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-59
12,TFMARQUES ,3E:64:CF:2C:34:3A,4,-60
12,Celso_2G,E8:D2:FF:A5:B5:9B,7,-78
12,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-78
12,RANDY2G,08:C7:F5:2F:2B:64,1,-80
12,Medeiros85,08:C7:F5:03:20:F2,1,-83
12,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-85
12,CHIODINI,24:E4:CE:8C:C0:C1,11,-86
12,VIVOFIBRA-EF78_EXT,B0:BE:76:38:A1:F3,1,-88
12,lrhome_2G,58:2F:F7:9B:67:9E,1,-88
12,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-89
12,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-89
12,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-90
12,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-90
12,MANUELA,80:2D:1A:4F:EA:82,6,-90
12,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-90
12,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-90
12,Ap1004TPLK,DE:62:79:25:48:6E,8,-90
12,TFMARQUES ,3E:64:CF:2C:30:8E,4,-91
12,1301T2,D8:E8:44:AB:28:6E,8,-91
12,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-91
12,fernandaRafael,30:1F:48:54:4C:50,11,-91
12,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-91
12,MariaLuiza_2G,08:C7:F5:03:7A:8F,1,-92
12,MariaLuiza_2G-IoT,0A:C7:F5:03:7A:90,1,-92
12,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-92
12,APTO_501,44:3B:32:45:1D:DC,6,-92
12,Bichinho-mesh,38:16:5A:48:97:84,7,-92
12,CURUMIN,80:2D:1A:51:7B:E2,11,-92
12,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-94
12,SIARA,48:96:D9:57:03:3E,10,-94
12,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-94
12,MSK,30:1F:48:54:53:1C,1,-95
12,FamiliaCapote,80:2D:1A:1F:20:3C,8,-95
12,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-95
12,CLARO_NET,24:E4:CE:8C:77:89,11,-95
12,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-96
END_SCAN
13,TFMARQUES ,3E:64:CF:2C:34:3A,4,-59
13,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-60
13,Celso_2G,E8:D2:FF:A5:B5:9B,7,-79
13,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-79
13,RANDY2G,08:C7:F5:2F:2B:64,1,-80
13,Medeiros85,08:C7:F5:03:20:F2,1,-84
13,CHIODINI,24:E4:CE:8C:C0:C1,11,-85
13,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-85
13,VIVOFIBRA-WIFI6-37D8,E8:45:8B:63:37:D8,6,-87
13,CURUMIN,80:2D:1A:51:7B:E2,11,-88
13,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-89
13,MANUELA,80:2D:1A:4F:EA:82,6,-89
13,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-89
13,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-90
13,VIVOFIBRA-EF78_EXT,B0:BE:76:38:A1:F3,1,-90
13,TFMARQUES ,3E:64:CF:2C:30:8E,4,-90
13,lrhome_2G,58:2F:F7:9B:67:9E,1,-91
13,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-91
13,APTO_501,44:3B:32:45:1D:DC,6,-91
13,Ap1004TPLK,DE:62:79:25:48:6E,8,-91
13,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-91
13,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-91
13,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-92
13,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-92
13,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-92
13,fernandaRafael,30:1F:48:54:4C:50,11,-92
13,Maison_liberte,80:85:44:A4:4A:64,3,-93
13,DULCEMOURA,30:1F:48:56:5A:80,6,-93
13,1301T2,D8:E8:44:AB:28:6E,8,-93
13,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-93
13,MariaLuiza_2G-IoT,0A:C7:F5:03:7A:90,1,-94
13,fernandaRafael,3C:F9:F0:A6:69:06,3,-94
13,PalacioDoJMRoteador_EXT,98:03:8E:D8:E9:8E,1,-95
13,lola,80:2D:1A:50:18:8A,6,-95
13,SIARA,48:96:D9:57:03:3E,10,-95
13,CLARO_NET,24:E4:CE:8C:77:89,11,-95
13,FamiliaCapote,80:2D:1A:1F:20:3C,8,-96
13,Ap1004TPLK,DE:62:79:25:48:82,8,-96
13,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-96
13,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-97
END_SCAN
14,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-61
14,TFMARQUES ,3E:64:CF:2C:34:3A,4,-62
14,RANDY2G,08:C7:F5:2F:2B:64,1,-78
14,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-81
14,Celso_2G,E8:D2:FF:A5:B5:9B,7,-82
14,Medeiros85,08:C7:F5:03:20:F2,1,-84
14,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-85
14,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-85
14,CHIODINI,24:E4:CE:8C:C0:C1,11,-86
14,MANUELA,80:2D:1A:4F:EA:82,6,-87
14,Ap1004TPLK,DE:62:79:25:48:6E,8,-89
14,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-90
14,lrhome_2G,58:2F:F7:9B:67:9E,1,-90
14,TFMARQUES ,3E:64:CF:2C:30:8E,4,-90
14,fernandaRafael,30:1F:48:54:4C:50,11,-90
14,Porto 2_EXT,60:A4:B7:35:07:64,2,-91
14,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-91
14,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-91
14,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-91
14,Bichinho-mesh,38:16:5A:48:97:84,7,-91
14,SIARA,48:96:D9:57:03:3E,10,-91
14,fernandaRafael,3C:F9:F0:A6:69:06,3,-92
14,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-92
14,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-92
14,CURUMIN,80:2D:1A:51:7B:E2,11,-92
14,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-93
14,DULCEMOURA,30:1F:48:56:5A:80,6,-93
14,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-93
14,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-93
14,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-95
14,TIM_ULTRAFIBRA_345C_2G,16:94:48:16:34:60,6,-95
14,APTO_501,44:3B:32:45:1D:DC,6,-95
14,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-95
14,Maison_liberte,80:85:44:A4:4A:64,3,-96
14,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-99
END_SCAN
15,TFMARQUES ,3E:64:CF:2C:34:3A,4,-62
15,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-63
15,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-79
15,RANDY2G,08:C7:F5:2F:2B:64,1,-80
15,Celso_2G,E8:D2:FF:A5:B5:9B,7,-80
15,Medeiros85,08:C7:F5:03:20:F2,1,-86
15,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-87
15,Ap1004TPLK,DE:62:79:25:48:6E,8,-88
15,CHIODINI,24:E4:CE:8C:C0:C1,11,-88
15,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-89
15,MANUELA,80:2D:1A:4F:EA:82,6,-90
15,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-91
15,TiagoSerra,3C:F9:F0:68:7A:FB,4,-91
15,TFMARQUES ,3E:64:CF:2C:30:8E,4,-92
15,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-92
15,APTO_501,44:3B:32:45:1D:DC,6,-92
15,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-92
15,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-93
15,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-93
15,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-93
15,SIARA,48:96:D9:57:03:3E,10,-93
15,fernandaRafael,30:1F:48:54:4C:50,11,-93
15,CURUMIN,80:2D:1A:51:7B:E2,11,-93
15,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-93
15,fernandaRafael,3C:F9:F0:A6:69:06,3,-94
15,DULCEMOURA,30:1F:48:56:5A:80,6,-94
15,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-94
15,1301T2,D8:E8:44:AB:28:6E,8,-94
15,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-95
15,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-96
15,TIM_ULTRAFIBRA_345C_2G,16:94:48:16:34:60,6,-96
15,Bichinho-mesh,38:16:5A:48:97:84,7,-96
15,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-96
15,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-97
15,Maison_liberte,80:85:44:A4:4A:64,3,-98
END_SCAN
16,TFMARQUES ,3E:64:CF:2C:34:3A,4,-62
16,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-63
16,RANDY2G,08:C7:F5:2F:2B:64,1,-79
16,Celso_2G,E8:D2:FF:A5:B5:9B,7,-81
16,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-81
16,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-84
16,Medeiros85,08:C7:F5:03:20:F2,1,-84
16,CHIODINI,24:E4:CE:8C:C0:C1,11,-87
16,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-87
16,lrhome_2G,58:2F:F7:9B:67:9E,1,-89
16,fernandaRafael,3C:F9:F0:A6:69:06,3,-90
16,DULCEMOURA,30:1F:48:56:5A:80,6,-90
16,Ap1004TPLK,DE:62:79:25:48:6E,8,-90
16,VIVOFIBRA-EF78_EXT,B0:BE:76:38:A1:F3,1,-91
16,TFMARQUES ,3E:64:CF:2C:30:8E,4,-91
16,VIVOFIBRA-WIFI6-37D8,E8:45:8B:63:37:D8,6,-91
16,MANUELA,80:2D:1A:4F:EA:82,6,-91
16,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-92
16,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-92
16,Familia Nicolau Hübner,CC:32:E5:04:BB:F2,5,-92
16,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-92
16,1301T2,D8:E8:44:AB:28:6E,8,-92
16,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-92
16,CURUMIN,80:2D:1A:51:7B:E2,11,-92
16,TiagoSerra,3C:F9:F0:68:7A:FB,4,-93
16,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-93
16,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-93
16,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-93
16,APTO_501,44:3B:32:45:1D:DC,6,-94
16,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-94
16,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-94
16,Bichinho-mesh,38:16:5A:48:97:84,7,-94
16,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-94
16,fernandaRafael,30:1F:48:54:4C:50,11,-94
16,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-95
16,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-95
16,SIARA,48:96:D9:57:03:3E,10,-95
16,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-96
END_SCAN
17,TFMARQUES ,3E:64:CF:2C:34:3A,4,-61
17,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-61
17,RANDY2G,08:C7:F5:2F:2B:64,1,-80
17,Celso_2G,E8:D2:FF:A5:B5:9B,7,-80
17,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-80
17,Medeiros85,08:C7:F5:03:20:F2,1,-85
17,CHIODINI,24:E4:CE:8C:C0:C1,11,-87
17,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-88
17,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-88
17,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-90
17,Ap1004TPLK,DE:62:79:25:48:6E,8,-90
17,lrhome_2G,58:2F:F7:9B:67:9E,1,-91
17,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-91
17,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-92
17,TFMARQUES ,3E:64:CF:2C:30:8E,4,-92
17,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-92
17,MANUELA,80:2D:1A:4F:EA:82,6,-92
17,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-92
17,fernandaRafael,30:1F:48:54:4C:50,11,-92
17,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-93
17,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-93
17,1301T2,D8:E8:44:AB:28:6E,8,-93
17,Maison_liberte,80:85:44:A4:4A:64,3,-94
17,APTO_501,44:3B:32:45:1D:DC,6,-94
17,DULCEMOURA,30:1F:48:56:5A:80,6,-94
17,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-94
17,Bichinho-mesh,38:16:5A:48:97:84,7,-94
17,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-94
17,SIARA,48:96:D9:57:03:3E,10,-94
17,CURUMIN,80:2D:1A:51:7B:E2,11,-94
17,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-95
17,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-95
17,TiagoSerra,3C:F9:F0:68:7A:FB,4,-96
17,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-96
17,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-97
17,CLARO_NET,24:E4:CE:8C:77:89,11,-97
END_SCAN
18,TFMARQUES ,3E:64:CF:2C:34:3A,4,-60
18,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-61
18,RANDY2G,08:C7:F5:2F:2B:64,1,-80
18,Celso_2G,E8:D2:FF:A5:B5:9B,7,-80
18,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-80
18,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-84
18,Medeiros85,08:C7:F5:03:20:F2,1,-85
18,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-87
18,MANUELA,80:2D:1A:4F:EA:82,6,-88
18,CHIODINI,24:E4:CE:8C:C0:C1,11,-89
18,lrhome_2G,58:2F:F7:9B:67:9E,1,-90
18,fernandaRafael,3C:F9:F0:A6:69:06,3,-90
18,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-91
18,Ap1004TPLK,DE:62:79:25:48:6E,8,-91
18,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-91
18,TFMARQUES ,3E:64:CF:2C:30:8E,4,-92
18,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-92
18,VIVOFIBRA-WIFI6-37D8,E8:45:8B:63:37:D8,6,-92
18,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-92
18,fernandaRafael,30:1F:48:54:4C:50,11,-92
18,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-93
18,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-93
18,1301T2,D8:E8:44:AB:28:6E,8,-93
18,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-93
18,CURUMIN,80:2D:1A:51:7B:E2,11,-93
18,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-94
18,DULCEMOURA,30:1F:48:56:5A:80,6,-94
18,APTO_501,44:3B:32:45:1D:DC,6,-94
18,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-94
18,Maison_liberte,80:85:44:A4:4A:64,3,-95
18,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-95
18,TiagoSerra,3C:F9:F0:68:7A:FB,4,-95
18,lola,80:2D:1A:50:18:8A,6,-95
18,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-95
18,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-95
18,SIARA,48:96:D9:57:03:3E,10,-96
18,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-96
END_SCAN
19,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-61
19,TFMARQUES ,3E:64:CF:2C:34:3A,4,-62
19,RANDY2G,08:C7:F5:2F:2B:64,1,-79
19,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-80
19,Celso_2G,E8:D2:FF:A5:B5:9B,7,-81
19,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-85
19,Medeiros85,08:C7:F5:03:20:F2,1,-86
19,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-86
19,CHIODINI,24:E4:CE:8C:C0:C1,11,-87
19,fernandaRafael,3C:F9:F0:A6:69:06,3,-89
19,Familia Nicolau Hübner,CC:32:E5:04:BB:F2,5,-89
19,lrhome_2G,58:2F:F7:9B:67:9E,1,-90
19,MANUELA,80:2D:1A:4F:EA:82,6,-90
19,Ap1004TPLK,DE:62:79:25:48:6E,8,-90
19,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-91
19,VIVOFIBRA-WIFI6-37D8,E8:45:8B:63:37:D8,6,-91
19,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-91
19,fernandaRafael,30:1F:48:54:4C:50,11,-91
19,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-92
19,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-92
19,1301T2,D8:E8:44:AB:28:6E,8,-92
19,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-93
19,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-93
19,TFMARQUES ,3E:64:CF:2C:30:8E,4,-93
19,DULCEMOURA,30:1F:48:56:5A:80,6,-93
19,APTO_501,44:3B:32:45:1D:DC,6,-93
19,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-93
19,CURUMIN,80:2D:1A:51:7B:E2,11,-93
19,TiagoSerra,3C:F9:F0:68:7A:FB,4,-94
19,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-94
19,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-94
19,VIVOFIBRA-EF78_EXT,B0:BE:76:38:A1:F3,1,-95
19,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-95
19,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-95
19,SIARA,48:96:D9:57:03:3E,10,-96
19,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-96
END_SCAN
20,TFMARQUES ,3E:64:CF:2C:34:3A,4,-61
20,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-61
20,RANDY2G,08:C7:F5:2F:2B:64,1,-79
20,Celso_2G,E8:D2:FF:A5:B5:9B,7,-79
20,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-79
20,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-85
20,Medeiros85,08:C7:F5:03:20:F2,1,-86
20,CHIODINI,24:E4:CE:8C:C0:C1,11,-88
20,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-88
20,Familia Nicolau Hübner,CC:32:E5:04:BB:F2,5,-89
20,MANUELA,80:2D:1A:4F:EA:82,6,-90
20,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-90
20,Ap1004TPLK,DE:62:79:25:48:6E,8,-90
20,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-91
20,DULCEMOURA,30:1F:48:56:5A:80,6,-91
20,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-92
20,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-92
20,CURUMIN,80:2D:1A:51:7B:E2,11,-92
20,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-92
20,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-93
20,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-93
20,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-93
20,1301T2,D8:E8:44:AB:28:6E,8,-93
20,fernandaRafael,30:1F:48:54:4C:50,11,-93
20,Maison_liberte,80:85:44:A4:4A:64,3,-94
20,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-94
20,TIM_ULTRAFIBRA_345C_2G,16:94:48:16:34:60,6,-94
20,SIARA,48:96:D9:57:03:3E,10,-94
20,fernandaRafael,3C:F9:F0:A6:69:06,3,-95
20,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-95
20,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-95
20,APTO_501,44:3B:32:45:1D:DC,6,-96
20,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-96
20,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-97
END_SCAN
21,TFMARQUES ,3E:64:CF:2C:34:3A,4,-61
21,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-62
21,Celso_2G,E8:D2:FF:A5:B5:9B,7,-77
21,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-77
21,RANDY2G,08:C7:F5:2F:2B:64,1,-79
21,Medeiros85,08:C7:F5:03:20:F2,1,-85
21,CHIODINI,24:E4:CE:8C:C0:C1,11,-87
21,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-88
21,MANUELA,80:2D:1A:4F:EA:82,6,-89
21,Ap1004TPLK,DE:62:79:25:48:6E,8,-90
21,lrhome_2G,58:2F:F7:9B:67:9E,1,-91
21,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-91
21,TFMARQUES ,3E:64:CF:2C:30:8E,4,-91
21,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-91
21,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-92
21,Porto 2_EXT,60:A4:B7:35:07:64,2,-92
21,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-92
21,fernandaRafael,3C:F9:F0:A6:69:06,3,-93
21,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-93
21,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-93
21,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-93
21,1301T2,D8:E8:44:AB:28:6E,8,-93
21,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-93
21,fernandaRafael,30:1F:48:54:4C:50,11,-93
21,CURUMIN,80:2D:1A:51:7B:E2,11,-93
21,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-94
21,APTO_501,44:3B:32:45:1D:DC,6,-94
21,Bichinho-mesh,38:16:5A:48:97:84,7,-94
21,DULCEMOURA,30:1F:48:56:5A:80,6,-95
21,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-95
21,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-95
21,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-95
21,PalacioDoJMRoteador_EXT,98:03:8E:D8:E9:8E,1,-96
21,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-96
21,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-96
21,TiagoSerra,3C:F9:F0:68:7A:FB,4,-96
21,SIARA,48:96:D9:57:03:3E,10,-96
21,Maison_liberte,80:85:44:A4:4A:64,3,-97
END_SCAN
22,TFMARQUES ,3E:64:CF:2C:34:3A,4,-62
22,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-62
22,RANDY2G,08:C7:F5:2F:2B:64,1,-80
22,Celso_2G,E8:D2:FF:A5:B5:9B,7,-80
22,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-80
22,Medeiros85,08:C7:F5:03:20:F2,1,-84
22,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-86
22,CHIODINI,24:E4:CE:8C:C0:C1,11,-87
22,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-87
22,Familia Nicolau Hübner,CC:32:E5:04:BB:F2,5,-89
22,Ap1004TPLK,DE:62:79:25:48:6E,8,-89
22,lrhome_2G,58:2F:F7:9B:67:9E,1,-90
22,LIVE TIM_R3W3_2G,A0:B5:3C:1C:6E:9A,1,-90
22,TFMARQUES ,3E:64:CF:2C:30:8E,4,-90
22,MANUELA,80:2D:1A:4F:EA:82,6,-90
22,EduCarla_Mesh,80:2D:1A:50:16:B6,6,-90
22,1301T2,D8:E8:44:AB:28:6E,8,-90
22,#CLARO-WIFI,3A:1F:48:54:4C:50,11,-90
22,VIVOFIBRA-WIFI6-37D8,E8:45:8B:63:37:D8,6,-91
22,TIM_ULTRAFIBRA_77AC_2G,16:94:48:10:77:B0,10,-91
22,fernandaRafael,30:1F:48:54:4C:50,11,-91
22,#CLARO-WIFI,5A:2F:F7:9B:69:9F,1,-92
22,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-92
22,DULCEMOURA,30:1F:48:56:5A:80,6,-92
22,THIAGO ROCHA ,9C:53:22:8E:BA:AA,7,-92
22,fernandaRafael,3C:F9:F0:A6:69:06,3,-93
22,#CLARO-WIFI,3E:F9:F0:26:69:06,3,-93
22,#CLARO-WIFI,3E:F9:F0:68:7A:0B,3,-93
22,TiagoSerra,3C:F9:F0:68:7A:FB,4,-93
22,APTO_501,44:3B:32:45:1D:DC,6,-93
22,#CLARO-WIFI,3A:1F:48:54:4C:E0,6,-94
22,VIVOFIBRA-0F08,84:0B:BB:25:0F:08,11,-94
22,LIVE TIM_6932_2G,D4:F7:56:81:8C:D2,11,-94
22,#CLARO-WIFI,3E:F9:F0:68:7A:FB,4,-95
22,lola,80:2D:1A:50:18:8A,6,-95
22,CURUMIN,80:2D:1A:51:7B:E2,11,-95
22,FamiliaCapote,80:2D:1A:1F:20:3C,8,-96
22,SIARA,48:96:D9:57:03:3E,10,-96
22,LIVE TIM_32A0_2G,EC:BE:DD:10:32:A4,11,-97
END_SCAN
23,REDE TESTE AMAZON ON,3E:64:CF:4C:34:3A,4,-61
23,TFMARQUES ,3E:64:CF:2C:34:3A,4,-62
23,RANDY2G,08:C7:F5:2F:2B:64,1,-80
23,#CLARO-WIFI,EA:D2:FF:A5:B7:9C,7,-80
23,Celso_2G,E8:D2:FF:A5:B5:9B,7,-81
23,Medeiros85,08:C7:F5:03:20:F2,1,-85
23,LIVE TIM_D610_2G,EC:BE:DD:12:D6:14,1,-87
23,CHIODINI,24:E4:CE:8C:C0:C1,11,-87
23,CHIODINI-IoT,82:E4:CE:8C:C0:C4,11,-87
23,REDE TESTE AMAZON ON,3E:64:CF:4C:30:8E,4,-90
23,MANUELA,80:2D:1A:4F:EA:82,6,-90
